,pub_date,abstract,lead_paragraph,snippet,headline.main,text,Polarity,Sentiment,NLP_fin-sentiment-text,finbert-sentiment-score,finbert-bin
10,2022-09-22 11:40:56+00:00,"The Federal Reserve has more jumbo-size interest rises planned, stoking fears of downturns in the housing, labor and stock markets.","For a third straight meeting, the Fed raised its benchmark interest rate by 75 basis points — and it’s hardly done. Count on an additional 1.25 percentage points’ worth of increases this year, the Fed chair Jay Powell said yesterday, which would bring the Fed funds rate to 4.4 percent by the end of 2022, and 4.6 percent next year.","The Federal Reserve has more jumbo-size interest rises planned, stoking fears of downturns in the housing, labor and stock markets.","After a Big Rate Increase, Markets Fear a Recession","The Federal Reserve has more jumbo-size interest rises planned, stoking fears of downturns in the housing, labor and stock markets. For a third straight meeting, the Fed raised its benchmark interest rate by 75 basis points — and it’s hardly done. Count on an additional 1.25 percentage points’ worth of increases this year, the Fed chair Jay Powell said yesterday, which would bring the Fed funds rate to 4.4 percent by the end of 2022, and 4.6 percent next year. The Federal Reserve has more jumbo-size interest rises planned, stoking fears of downturns in the housing, labor and stock markets. After a Big Rate Increase, Markets Fear a Recession ",-0.9041205078662884,0.5868500275185456,0.8706022500991821,0.0,0
11,2022-09-20 08:00:06+00:00,New research from Mozilla shows YouTube users have little control over what is recommended to them.,"For YouTube viewers dissatisfied with the videos the platform has recommended to them, pressing the “dislike” button may not make a big difference, according to a new research report.",New research from Mozilla shows YouTube users have little control over what is recommended to them.,"YouTube’s Dislike Button Rarely Shifts Recommendations, Researchers Say","New research from Mozilla shows YouTube users have little control over what is recommended to them. For YouTube viewers dissatisfied with the videos the platform has recommended to them, pressing the “dislike” button may not make a big difference, according to a new research report. New research from Mozilla shows YouTube users have little control over what is recommended to them. YouTube’s Dislike Button Rarely Shifts Recommendations, Researchers Say ",0.5414814924582716,0.800705288238199,-0.9874326586723328,-0.584831178188324,-1
12,2022-09-16 09:00:25+00:00,Need to find a restaurant or figure out how to do something? Young people are turning to TikTok to search for answers. Google has noticed.,"When Ja’Kobi Moore decided to apply this year to a private high school in her hometown of New Orleans, she learned that she needed at least one letter of recommendation from a teacher. She had never asked for one, so she sought help.",Need to find a restaurant or figure out how to do something? Young people are turning to TikTok to search for answers. Google has noticed.,"For Gen Z, TikTok Is the New Search Engine","Need to find a restaurant or figure out how to do something? Young people are turning to TikTok to search for answers. Google has noticed. When Ja’Kobi Moore decided to apply this year to a private high school in her hometown of New Orleans, she learned that she needed at least one letter of recommendation from a teacher. She had never asked for one, so she sought help. Need to find a restaurant or figure out how to do something? Young people are turning to TikTok to search for answers. Google has noticed. For Gen Z, TikTok Is the New Search Engine ",-0.5906557948029016,0.7741925898735876,-0.9994807839393616,0.0,0
13,2022-09-16 03:19:55+00:00,"The video platform will let more creators earn payments and place ads in Shorts, its TikTok competitor, according to audio from an internal meeting.","YouTube is expected to announce more opportunities for content creators to earn money on its video service, hoping to guard its role as a home to popular personalities and gain an edge against rival TikTok.","The video platform will let more creators earn payments and place ads in Shorts, its TikTok competitor, according to audio from an internal meeting.",YouTube Opens More Pathways for Creators to Make Money on the Platform,"The video platform will let more creators earn payments and place ads in Shorts, its TikTok competitor, according to audio from an internal meeting. YouTube is expected to announce more opportunities for content creators to earn money on its video service, hoping to guard its role as a home to popular personalities and gain an edge against rival TikTok. The video platform will let more creators earn payments and place ads in Shorts, its TikTok competitor, according to audio from an internal meeting. YouTube Opens More Pathways for Creators to Make Money on the Platform ",0.1208363319383178,0.2724799165140232,0.9994968175888062,0.7825343608856201,1
14,2022-09-14 10:32:21+00:00,A court rejected Google’s appeal of a record-setting antitrust fine related to Android and online search.,LONDON — Global efforts to crimp the power of the world’s largest technology companies scored an important legal victory on Wednesday when a European Union court gave its blessing to a record multibillion-dollar fine issued against Google in 2018.,A court rejected Google’s appeal of a record-setting antitrust fine related to Android and online search.,E.U. Scores Major Legal Victory Against Google,A court rejected Google’s appeal of a record-setting antitrust fine related to Android and online search. LONDON — Global efforts to crimp the power of the world’s largest technology companies scored an important legal victory on Wednesday when a European Union court gave its blessing to a record multibillion-dollar fine issued against Google in 2018. A court rejected Google’s appeal of a record-setting antitrust fine related to Android and online search. E.U. Scores Major Legal Victory Against Google ,-0.1648414861268818,0.4576241235529525,0.9994787573814392,0.7165683507919312,1
15,2022-09-15 09:00:26+00:00,"Data mining plus streaming can target political ads household by household, largely unregulated.","Over the last few weeks, tens of thousands of voters in the Detroit area who watch streaming video services were shown different local campaign ads pegged to their political leanings.","Data mining plus streaming can target political ads household by household, largely unregulated.",This Ad’s for You (Not Your Neighbor),"Data mining plus streaming can target political ads household by household, largely unregulated. Over the last few weeks, tens of thousands of voters in the Detroit area who watch streaming video services were shown different local campaign ads pegged to their political leanings. Data mining plus streaming can target political ads household by household, largely unregulated. This Ad’s for You (Not Your Neighbor) ",0.6821877696586536,0.695270063421764,-0.9998737573623656,0.0,0
16,2022-09-14 09:00:25+00:00,"Apple and Google have added useful features to texting apps, yet the apps still lack a major component: an effective way to set limits.","The text-messaging app has always been the most-used app on my phone. It’s fun and efficient, and it’s often a quicker way to get a response than sending an email or making a phone call.","Apple and Google have added useful features to texting apps, yet the apps still lack a major component: an effective way to set limits.",Text Messaging Is Cool. But Where Are Its Boundaries?,"Apple and Google have added useful features to texting apps, yet the apps still lack a major component: an effective way to set limits. The text-messaging app has always been the most-used app on my phone. It’s fun and efficient, and it’s often a quicker way to get a response than sending an email or making a phone call. Apple and Google have added useful features to texting apps, yet the apps still lack a major component: an effective way to set limits. Text Messaging Is Cool. But Where Are Its Boundaries? ",0.4233178742257504,0.3342095708595973,-0.8871077299118042,0.0,0
17,2022-09-02 19:23:55+00:00,Google said that Parler had more robust content moderation practices than it did when it was banned in the aftermath of the Jan. 6 riot.,"Parler, the social media service that attracted fans of former President Donald J. Trump, will return to Google’s Play app store on Friday, more than a year after Google suspended the app for content that incited violence.",Google said that Parler had more robust content moderation practices than it did when it was banned in the aftermath of the Jan. 6 riot.,Parler Returns to Google Play Store,"Google said that Parler had more robust content moderation practices than it did when it was banned in the aftermath of the Jan. 6 riot. Parler, the social media service that attracted fans of former President Donald J. Trump, will return to Google’s Play app store on Friday, more than a year after Google suspended the app for content that incited violence. Google said that Parler had more robust content moderation practices than it did when it was banned in the aftermath of the Jan. 6 riot. Parler Returns to Google Play Store ",0.2872746706858657,0.0563671437006212,0.9653877019882202,0.0,0
18,2022-09-01 09:01:10+00:00,"Worried about geopolitical tensions and stung by pandemic shutdowns, Google, Apple and others are moving some work to nearby countries.","In the coming weeks, Apple and Google will unveil their latest generation of smartphones, jockeying to distinguish the new devices from previous models. But one of the most significant changes will go largely unnoticed by consumers: Some of these phones will not be made in China.","Worried about geopolitical tensions and stung by pandemic shutdowns, Google, Apple and others are moving some work to nearby countries.",Tech Companies Slowly Shift Production Away From China,"Worried about geopolitical tensions and stung by pandemic shutdowns, Google, Apple and others are moving some work to nearby countries. In the coming weeks, Apple and Google will unveil their latest generation of smartphones, jockeying to distinguish the new devices from previous models. But one of the most significant changes will go largely unnoticed by consumers: Some of these phones will not be made in China. Worried about geopolitical tensions and stung by pandemic shutdowns, Google, Apple and others are moving some work to nearby countries. Tech Companies Slowly Shift Production Away From China ",-0.0260488306471877,0.2440241796563154,-0.9988490343093872,0.0,0
19,2022-09-01 11:54:05+00:00,"Apple, Google and Microsoft are among the technology firms looking to shift some of their manufacturing out of China.","This month, Apple is expected to release the iPhone 14. Beyond rumors, little is known about what the crew from Cupertino, Calif., has planned for the company’s newest version of its nearly ubiquitous smartphone.","Apple, Google and Microsoft are among the technology firms looking to shift some of their manufacturing out of China.",Big Tech Reconsiders the “Made in China” Way,"Apple, Google and Microsoft are among the technology firms looking to shift some of their manufacturing out of China. This month, Apple is expected to release the iPhone 14. Beyond rumors, little is known about what the crew from Cupertino, Calif., has planned for the company’s newest version of its nearly ubiquitous smartphone. Apple, Google and Microsoft are among the technology firms looking to shift some of their manufacturing out of China. Big Tech Reconsiders the “Made in China” Way ",-0.0599032783324171,0.1365673193582277,-0.999880313873291,0.0,0
20,2022-08-30 20:57:56+00:00,"The social media app is not available on Google’s app store, and the former president’s company and Google are publicly disagreeing about why.","Google said on Tuesday that it would not distribute Truth Social on its Play app store until Truth Social, the social media platform founded by former President Donald J. Trump, removed content that incites violence.","The social media app is not available on Google’s app store, and the former president’s company and Google are publicly disagreeing about why.",Google Says Trump’s Truth Social Must Scrub Violent Content to Join Play Store,"The social media app is not available on Google’s app store, and the former president’s company and Google are publicly disagreeing about why. Google said on Tuesday that it would not distribute Truth Social on its Play app store until Truth Social, the social media platform founded by former President Donald J. Trump, removed content that incites violence. The social media app is not available on Google’s app store, and the former president’s company and Google are publicly disagreeing about why. Google Says Trump’s Truth Social Must Scrub Violent Content to Join Play Store ",0.4092949904991634,0.261195085648731,-0.9987955093383788,-0.7787824273109436,-1
21,2022-08-30 12:00:07+00:00,"The worker said the company had tried to retaliate against her activism opposing a deal with the Israeli military, while co-workers argued the company had an anti-Palestinian bias.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.","The worker said the company had tried to retaliate against her activism opposing a deal with the Israeli military, while co-workers argued the company had an anti-Palestinian bias.",Google Employee Who Played Key Role in Protest of Contract With Israel Quits,"The worker said the company had tried to retaliate against her activism opposing a deal with the Israeli military, while co-workers argued the company had an anti-Palestinian bias. To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android. The worker said the company had tried to retaliate against her activism opposing a deal with the Israeli military, while co-workers argued the company had an anti-Palestinian bias. Google Employee Who Played Key Role in Protest of Contract With Israel Quits ",0.9011868941491414,0.948230951953364,-0.9972533583641052,-0.9022643566131592,-2
22,2022-08-25 20:10:26+00:00,Important information is getting drowned out online by a lot of trollish junk.,"The internet is the most comprehensive compendium of human knowledge ever assembled, but is its size a feature or a bug? Does its very immensity undermine its utility as a source of information? How often is it burying valuable data under lots of junk? Say you search for some famous or semifamous person — a celebrity, influencer, politician or pundit. Are you getting an accurate picture of that person’s life or a false, manipulated one?",Important information is getting drowned out online by a lot of trollish junk.,We Might Never Know How Much the Internet Is Hiding From Us,"Important information is getting drowned out online by a lot of trollish junk. The internet is the most comprehensive compendium of human knowledge ever assembled, but is its size a feature or a bug? Does its very immensity undermine its utility as a source of information? How often is it burying valuable data under lots of junk? Say you search for some famous or semifamous person — a celebrity, influencer, politician or pundit. Are you getting an accurate picture of that person’s life or a false, manipulated one? Important information is getting drowned out online by a lot of trollish junk. We Might Never Know How Much the Internet Is Hiding From Us ",0.4919038770606143,0.99446528354528,-0.995846688747406,-0.5566908717155457,-1
23,2022-08-24 18:00:08+00:00,British researchers and a team from Google found that teaching people how to spot misinformation made people more skeptical of it.,"In the fight against online misinformation, falsehoods have key advantages: They crop up fast and spread at the speed of electrons, and there is a lag period before fact checkers can debunk them.",British researchers and a team from Google found that teaching people how to spot misinformation made people more skeptical of it.,Google Finds ‘Inoculating’ People Against Misinformation Helps Blunt Its Power,"British researchers and a team from Google found that teaching people how to spot misinformation made people more skeptical of it. In the fight against online misinformation, falsehoods have key advantages: They crop up fast and spread at the speed of electrons, and there is a lag period before fact checkers can debunk them. British researchers and a team from Google found that teaching people how to spot misinformation made people more skeptical of it. Google Finds ‘Inoculating’ People Against Misinformation Helps Blunt Its Power ",-0.0085193870767146,0.1427957847538564,0.9928486347198486,0.0,0
24,2022-08-21 09:00:25+00:00,"Google has an automated tool to detect abusive images of children. But the system can get it wrong, and the consequences are serious.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.","Google has an automated tool to detect abusive images of children. But the system can get it wrong, and the consequences are serious.",A Dad Took Photos of His Naked Toddler for the Doctor. Google Flagged Him as a Criminal.,"Google has an automated tool to detect abusive images of children. But the system can get it wrong, and the consequences are serious. To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android. Google has an automated tool to detect abusive images of children. But the system can get it wrong, and the consequences are serious. A Dad Took Photos of His Naked Toddler for the Doctor. Google Flagged Him as a Criminal. ",0.4387943691998455,0.7520694575206631,-0.9812417030334472,-0.6249551177024841,-1
25,2022-08-17 09:00:22+00:00,"Airbnb, Google Travel and a few other platforms have tweaked their search engines, and that means less slogging through pages and pages of results on everything from home rental options to flight routes.","While the internet has made it easier to plan a trip yourself — and see how much you’re saving — it also demands you slog through hundreds of pages of destination research, hotel and home rental options, and myriad flight-routing alternatives, becoming an amateur travel agent along the way.","Airbnb, Google Travel and a few other platforms have tweaked their search engines, and that means less slogging through pages and pages of results on everything from home rental options to flight routes.","At Last, Online Travel Planning Is Becoming (a Little) Easier","Airbnb, Google Travel and a few other platforms have tweaked their search engines, and that means less slogging through pages and pages of results on everything from home rental options to flight routes. While the internet has made it easier to plan a trip yourself — and see how much you’re saving — it also demands you slog through hundreds of pages of destination research, hotel and home rental options, and myriad flight-routing alternatives, becoming an amateur travel agent along the way. Airbnb, Google Travel and a few other platforms have tweaked their search engines, and that means less slogging through pages and pages of results on everything from home rental options to flight routes. At Last, Online Travel Planning Is Becoming (a Little) Easier ",-0.2014355477174869,0.7991746619348074,0.9972648620605468,0.0,0
26,2022-08-09 23:44:50+00:00,The Justice Department for more than a year has investigated whether Google abuses its dominance over the interlocking technologies that deliver ads online.,"The Justice Department has in recent weeks conducted new interviews for its investigation into Google’s ad technology, a sign it may be moving closer to filing its second antitrust case against the company, said three people with knowledge of the matter.",The Justice Department for more than a year has investigated whether Google abuses its dominance over the interlocking technologies that deliver ads online.,Justice Dept. Said to Conduct New Interviews in Inquiry Into Google’s Ad Tech,"The Justice Department for more than a year has investigated whether Google abuses its dominance over the interlocking technologies that deliver ads online. The Justice Department has in recent weeks conducted new interviews for its investigation into Google’s ad technology, a sign it may be moving closer to filing its second antitrust case against the company, said three people with knowledge of the matter. The Justice Department for more than a year has investigated whether Google abuses its dominance over the interlocking technologies that deliver ads online. Justice Dept. Said to Conduct New Interviews in Inquiry Into Google’s Ad Tech ",0.5536199384719978,0.4462932889482538,-0.9693453311920166,0.0,0
27,2022-08-10 09:00:26+00:00,"Simple steps can make your smartphone, computer and TV work better for you.","Many default settings buried deep inside our technology make us share superfluous amounts of data with tech companies. In my last column, I went over how to shut those off.","Simple steps can make your smartphone, computer and TV work better for you.",Change These Default Settings and Be Happier With Your Tech,"Simple steps can make your smartphone, computer and TV work better for you. Many default settings buried deep inside our technology make us share superfluous amounts of data with tech companies. In my last column, I went over how to shut those off. Simple steps can make your smartphone, computer and TV work better for you. Change These Default Settings and Be Happier With Your Tech ",-0.90805317178622,0.4975298041810116,0.9977050423622132,0.0,0
28,2022-08-05 20:08:00+00:00,A sweeping bill that would enact the strongest restrictions on Big Tech companies in the United States has been stalled in the Senate.,"WASHINGTON — Critics of the country’s largest tech companies branded the last few months “Hot Antitrust Summer” because they hoped that Congress would vote on new regulations for Amazon, Apple, Google and Facebook.",A sweeping bill that would enact the strongest restrictions on Big Tech companies in the United States has been stalled in the Senate.,Clock Running Out on Antitrust Bill Targeting Big Tech,"A sweeping bill that would enact the strongest restrictions on Big Tech companies in the United States has been stalled in the Senate. WASHINGTON — Critics of the country’s largest tech companies branded the last few months “Hot Antitrust Summer” because they hoped that Congress would vote on new regulations for Amazon, Apple, Google and Facebook. A sweeping bill that would enact the strongest restrictions on Big Tech companies in the United States has been stalled in the Senate. Clock Running Out on Antitrust Bill Targeting Big Tech ",0.6765498584759384,0.458920368239087,-0.9896210432052612,-0.9393875002861023,-2
29,2022-08-05 14:56:01+00:00,"Robots can’t think or feel, despite what the researchers who build them want to believe.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.","Robots can’t think or feel, despite what the researchers who build them want to believe.",A.I. Is Not Sentient. Why Do People Say It Is?,"Robots can’t think or feel, despite what the researchers who build them want to believe. To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android. Robots can’t think or feel, despite what the researchers who build them want to believe. A.I. Is Not Sentient. Why Do People Say It Is? ",-0.4730081543418127,0.2796228049301787,-0.9998451471328736,0.0,0
30,2022-07-29 19:00:08+00:00,Many companies are navigating tough times better than investors had feared.,"When the president, the treasury secretary and other Biden administration officials insisted this week that the American economy is not currently in a recession, they were mocked for weaseling out of bad news on a technicality. The Commerce Department announced on Thursday that the broadest measure of economic activity, gross domestic product, fell for a second quarter in a row — meeting a widely held, though unofficial, definition of recession. It is true, as the Biden folks argued, that the nation’s official recession arbiter, the National Bureau of Economic Research, has yet to call one, because it relies on many more signals. Still, it sure sounded as if the Biden team was splitting hairs.",Many companies are navigating tough times better than investors had feared.,Recession? Not for Big Tech.,"Many companies are navigating tough times better than investors had feared. When the president, the treasury secretary and other Biden administration officials insisted this week that the American economy is not currently in a recession, they were mocked for weaseling out of bad news on a technicality. The Commerce Department announced on Thursday that the broadest measure of economic activity, gross domestic product, fell for a second quarter in a row — meeting a widely held, though unofficial, definition of recession. It is true, as the Biden folks argued, that the nation’s official recession arbiter, the National Bureau of Economic Research, has yet to call one, because it relies on many more signals. Still, it sure sounded as if the Biden team was splitting hairs. Many companies are navigating tough times better than investors had feared. Recession? Not for Big Tech. ",0.1638100459167402,0.496916648012075,-0.9973347783088684,-0.9680362343788147,-2
31,2022-07-28 22:46:11+00:00,"Tech companies are slowing their frenetic hiring, but a combination of dominance and diversity is turning out to be — yet again — an overwhelming asset.","No boom can last forever, even for the technology industry’s most affluent companies. Investors punished the biggest tech companies earlier this year, erasing $2 trillion in market value over fears the industry would falter in the face of rising inflation and a slowing economy.","Tech companies are slowing their frenetic hiring, but a combination of dominance and diversity is turning out to be — yet again — an overwhelming asset.",Big Tech Is Proving Resilient as the Economy Cools,"Tech companies are slowing their frenetic hiring, but a combination of dominance and diversity is turning out to be — yet again — an overwhelming asset. No boom can last forever, even for the technology industry’s most affluent companies. Investors punished the biggest tech companies earlier this year, erasing $2 trillion in market value over fears the industry would falter in the face of rising inflation and a slowing economy. Tech companies are slowing their frenetic hiring, but a combination of dominance and diversity is turning out to be — yet again — an overwhelming asset. Big Tech Is Proving Resilient as the Economy Cools ",-0.998626625388214,0.317978579080212,0.9376333355903624,-0.6180571913719177,-1
32,2022-07-28 16:04:00+00:00,Did tech win the pandemic or not? We likely won’t be able to tell for a while.,"More than two years into Pandemic Times, technology is more popular, stronger and richer than it was before. Or is it?",Did tech win the pandemic or not? We likely won’t be able to tell for a while.,The Word of the Year Is ‘Uncertainty’,"Did tech win the pandemic or not? We likely won’t be able to tell for a while. More than two years into Pandemic Times, technology is more popular, stronger and richer than it was before. Or is it? Did tech win the pandemic or not? We likely won’t be able to tell for a while. The Word of the Year Is ‘Uncertainty’ ",-0.3669323941777784,0.5327696220003205,0.9983598589897156,0.0,0
